id,x,y,value,data_type,origin
8796,738,146,0.942306729255472,plastic-pollution,EnvAntro
8797,605,76,0.0536564300222693,suicide,Emo
8798,147,453,0.5492813108202337,rare-earth-mining,EnvAntro
8799,303,273,0.8473786719872438,fire,EnvNat
8800,317,296,0.2738305740541548,fire,EnvNat
8801,726,479,0.0453918454359206,respiratory-illness,Phys
8802,744,169,0.861494899503749,fire,EnvNat
8803,721,155,0.3582077970582233,fire,EnvNat
8804,611,202,0.4875888827452203,poverty-index,Socioeco
8805,933,83,0.9681715813894204,community-resilience,Emo
8806,822,475,0.0809831308248687,poverty-index,Socioeco
8807,571,264,0.5358047333650657,fire,EnvNat
8808,162,476,0.5523274084388008,rare-earth-mining,EnvAntro
8809,893,466,0.4035386704890775,fire,EnvNat
8810,236,75,0.6989358007555607,fire,EnvNat
8811,178,447,0.5268860403395216,anxiety,Emo
8812,403,18,0.4561815003647351,rare-earth-mining,EnvAntro
8813,567,458,0.1039307671042069,extractive-industry-employment,Socioeco
8814,326,277,0.042167444803972,deforestation,EnvAntro
8815,98,444,0.3499607824030661,gini,Socioeco
8816,239,44,0.0713041839322956,fire,EnvNat
8817,161,48,0.4542053920508897,fire,EnvNat
8818,905,297,0.0326107356877105,poverty-index,Socioeco
8819,493,172,0.3804036945329161,fire,EnvNat
8820,442,479,0.1723799909708716,depression,Emo
8821,613,140,0.9948481752078284,species-extinction,EnvAntro
8822,363,47,0.3570777222509962,autoimmune-disorders,Phys
8823,519,460,0.0250593074872449,chronic-pain,Phys
8824,668,445,0.2996064388474092,floods,EnvNat
8825,879,461,0.1197973714367124,plastic-pollution,EnvAntro
8826,627,223,0.098265376403494,fire,EnvNat
8827,878,39,0.1204065530082345,fire,EnvNat
8828,747,126,0.0140938198751595,deforestation,EnvAntro
8829,806,139,0.643642296097148,floods,EnvNat
8830,169,479,0.5455380889345636,food-insecurity-index,Socioeco
8831,681,68,0.1083516228356934,autoimmune-disorders,Phys
8832,787,28,0.0593006167669171,fire,EnvNat
8833,483,187,0.1017471781817056,tornados,EnvNat
8834,879,39,0.2802764092691361,chronic-pain,Phys
8835,318,310,0.1788940724416999,fire,EnvNat
8836,665,470,0.9682204405543736,food-insecurity-index,Socioeco
8837,355,287,0.9100194094327518,gdp,Socioeco
8838,221,129,0.3675389750302043,heavy-metal-contamination,EnvAntro
8839,800,85,0.3475573670465747,volcanic-eruptions,EnvNat
8840,522,164,0.3293301794722078,fire,EnvNat
8841,823,239,0.2011665778792579,earthquakes,EnvNat
8842,833,100,0.9144923799322852,tornados,EnvNat
8843,864,145,0.5784603593591667,extractive-industry-employment,Socioeco
8844,314,423,0.1278760408231878,heavy-metal-contamination,EnvAntro
8845,941,83,0.9087411629253856,fire,EnvNat
8846,151,479,0.1113781072900527,fire,EnvNat
8847,178,441,0.0154626846504273,fire,EnvNat
8848,335,332,0.6478292610038316,fire,EnvNat
8849,807,426,0.8513554597570668,isolation,Emo
8850,837,37,0.3727682716254575,gini,Socioeco
8851,628,224,0.0030223739428019,tornados,EnvNat
8852,592,423,0.9853137096219772,floods,EnvNat
8853,714,469,0.9700988344108112,earthquakes,EnvNat
8854,765,141,0.3836243765185975,anxiety,Emo
8855,309,58,0.2611615923408108,rare-earth-mining,EnvAntro
8856,889,304,0.3649078648283976,gdp,Socioeco
8857,865,234,0.1283844543376241,anxiety,Emo
8858,824,124,0.5742210046969776,healthcare-access,Socioeco
8859,127,53,0.0773440357942787,tornados,EnvNat
8860,384,18,0.9720697523181752,deforestation,EnvAntro
8861,292,464,0.3399562242474011,rare-earth-mining,EnvAntro
8862,628,297,0.6830502483444831,extractive-industry-employment,Socioeco
8863,612,150,0.6318146501413814,heavy-metal-contamination,EnvAntro
8864,639,420,0.0914783792652598,fire,EnvNat
8865,290,478,0.2610340494591563,fire,EnvNat
8866,671,479,0.8841247515791081,smog,EnvAntro
8867,966,437,0.923063218243954,species-extinction,EnvAntro
8868,306,72,0.8010293061786982,fire,EnvNat
8869,831,75,0.7806540188755173,suicide,Emo
8870,565,268,0.0328699304261382,species-extinction,EnvAntro
8871,566,454,0.4928028747773255,fire,EnvNat
8872,510,142,0.9718673942738556,migration-rate,Socioeco
8873,663,160,0.896567134778115,gdp,Socioeco
8874,231,101,0.7409203624344938,chronic-pain,Phys
8875,301,88,0.8930421219899247,respiratory-illness,Phys
8876,957,448,0.5350577011399663,fire,EnvNat
8877,632,65,0.1233973880689925,depression,Emo
8878,833,188,0.7203432675161134,fire,EnvNat
8879,607,156,0.7071188997579884,obesity,Phys
8880,849,119,0.7210792622240066,food-insecurity-index,Socioeco
8881,899,33,0.4423368476129411,fire,EnvNat
8882,694,116,0.9196705160011096,extractive-industry-employment,Socioeco
8883,650,418,0.5088309584423251,deforestation,EnvAntro
8884,373,467,0.965741238755245,gini,Socioeco
8885,189,49,0.7636633851410144,earthquakes,EnvNat
8886,708,451,0.0847505565275551,heavy-metal-contamination,EnvAntro
8887,911,302,0.2066204515941401,tornados,EnvNat
8888,171,50,0.9895342467793038,respiratory-illness,Phys
8889,842,479,0.1745575834312025,species-extinction,EnvAntro
8890,938,448,0.4112190443870662,depression,Emo
8891,601,195,0.2477822278203303,species-extinction,EnvAntro
8892,739,78,0.7286108713445579,chronic-disease,Phys
8893,775,35,0.6627353221886543,gini,Socioeco
8894,310,364,0.981201968483905,fire,EnvNat
8895,383,54,0.254671598810793,extractive-industry-employment,Socioeco
8896,260,98,0.5653660017244339,fire,EnvNat
8897,711,465,0.0179496175457745,chronic-pain,Phys
8898,882,42,0.6443661581247906,tornados,EnvNat
8899,184,131,0.2406062748907075,heavy-metal-contamination,EnvAntro
8900,625,145,0.3006089578792664,heavy-metal-contamination,EnvAntro
8901,728,153,0.3278322099586057,fire,EnvNat
8902,563,121,0.2665020746308163,rare-earth-mining,EnvAntro
8903,544,432,0.7740157260244381,fire,EnvNat
8904,483,475,0.6658012975470188,volcanic-eruptions,EnvNat
8905,572,167,0.4308087304074299,gdp,Socioeco
8906,793,156,0.1253656845862244,fire,EnvNat
8907,646,473,0.6823977463271603,fire,EnvNat
8908,760,436,0.9957184030942282,fire,EnvNat
8909,542,178,0.7288986248151257,cancer-rate,Phys
8910,587,470,0.0365268212996545,fire,EnvNat
8911,907,455,0.2608152739190278,earthquakes,EnvNat
8912,619,132,0.0692921098389307,chronic-disease,Phys
8913,164,33,0.2425103310937334,chronic-pain,Phys
8914,660,137,0.2851510258468299,gini,Socioeco
8915,816,120,0.3126279723519001,obesity,Phys
8916,773,475,0.7187891423777789,poverty-index,Socioeco
8917,861,63,0.2308523323499691,depression,Emo
8918,220,31,0.713378026662831,fire,EnvNat
8919,831,113,0.4133745722043379,gdp,Socioeco
8920,703,440,0.1018224073184893,volcanic-eruptions,EnvNat
8921,700,51,0.2512692717421813,fire,EnvNat
8922,611,73,0.492295068191087,cancer-rate,Phys
8923,806,18,0.6983471961998305,fire,EnvNat
8924,733,481,0.3802304286059805,obesity,Phys
8925,746,147,0.9003741449948812,tornados,EnvNat
8926,255,77,0.8891303053830971,fire,EnvNat
8927,159,81,0.6256610725409111,fire,EnvNat
8928,802,125,0.114501285127162,gini,Socioeco
8929,653,108,0.1746039316649911,poverty-index,Socioeco
8930,864,105,0.6229335837009012,smog,EnvAntro
8931,834,419,0.4275576993114418,gdp,Socioeco
8932,894,256,0.3785738104282531,fire,EnvNat
8933,914,461,0.5538987447780952,fire,EnvNat
8934,499,163,0.03836259252639,chronic-pain,Phys
8935,761,167,0.8833125676011414,fire,EnvNat
8936,537,81,0.858366828486901,chronic-disease,Phys
8937,68,64,0.8862521976470108,migration-rate,Socioeco
8938,133,468,0.7787364916838512,chronic-pain,Phys
8939,375,285,0.3222547838257956,migration-rate,Socioeco
8940,233,48,0.2692152964391234,gini,Socioeco
8941,312,363,0.3386227811002703,fire,EnvNat
8942,379,475,0.2648373552748233,species-extinction,EnvAntro
8943,606,69,0.0601010897641868,fire,EnvNat
8944,870,63,0.0468277630432887,suicide,Emo
8945,770,454,0.5686510931110139,community-resilience,Emo
8946,620,106,0.9284988209371848,anxiety,Emo
8947,776,146,0.8523302385201301,gini,Socioeco
8948,110,449,0.5936068089702415,rare-earth-mining,EnvAntro
8949,307,276,0.1169298599296876,autoimmune-disorders,Phys
8950,289,227,0.6008206400048272,fire,EnvNat
8951,636,167,0.4783290739630571,chronic-pain,Phys
8952,24,466,0.4349543161960232,fire,EnvNat
8953,647,67,0.5817686846264748,gini,Socioeco
8954,195,85,0.1339170357503545,fire,EnvNat
8955,461,467,0.1318960713066949,cancer-rate,Phys
8956,274,473,0.2026056943380787,heavy-metal-contamination,EnvAntro
8957,723,55,0.0590215076738979,respiratory-illness,Phys
8958,803,164,0.5828432162023174,healthcare-access,Socioeco
8959,210,167,0.95207875586482,fire,EnvNat
8960,659,174,0.0869624507832633,poverty-index,Socioeco
8961,807,176,0.5070633150774175,autoimmune-disorders,Phys
8962,359,301,0.7320012189448807,gdp,Socioeco
8963,190,159,0.5551732704818073,food-insecurity-index,Socioeco
8964,54,62,0.4564211140867849,isolation,Emo
8965,647,418,0.5629150457760376,fire,EnvNat
8966,440,23,0.5157210094611456,isolation,Emo
8967,550,294,0.5491334143141477,healthcare-access,Socioeco
8968,138,38,0.6918135558209098,poverty-index,Socioeco
8969,216,132,0.3292900993841686,poverty-index,Socioeco
8970,112,480,0.7404338165656208,fire,EnvNat
8971,791,430,0.0072125085253564,heavy-metal-contamination,EnvAntro
8972,893,325,0.4819160223350378,chronic-pain,Phys
8973,746,476,0.5873041254265337,fire,EnvNat
8974,674,42,0.6406838190279659,fire,EnvNat
8975,540,43,0.191717761747089,fire,EnvNat
8976,779,188,0.0818240854762831,neurological-conditions,Phys
8977,710,117,0.5479338908019653,fire,EnvNat
8978,179,51,0.7021235269666838,gini,Socioeco
8979,903,477,0.5095430984222434,gdp,Socioeco
8980,242,447,0.4571368056296633,fire,EnvNat
8981,756,134,0.3692443812695911,fire,EnvNat
8982,529,454,0.4369484139046403,respiratory-illness,Phys
8983,841,69,0.1923712065143009,fire,EnvNat
8984,581,195,0.1376711054237616,heavy-metal-contamination,EnvAntro
8985,502,117,0.2141166164734262,gdp,Socioeco
8986,893,468,0.7378244667292309,respiratory-illness,Phys
8987,785,16,0.1814657302278255,species-extinction,EnvAntro
8988,377,454,0.8961457581784326,fire,EnvNat
8989,153,461,0.3294387472849603,food-insecurity-index,Socioeco
8990,321,471,0.5922630868673543,neurological-conditions,Phys
8991,616,137,0.0550323161354168,heavy-metal-contamination,EnvAntro
8992,311,44,0.9613118609854512,floods,EnvNat
8993,223,118,0.4512925485119309,heavy-metal-contamination,EnvAntro
8994,650,73,0.1776072397861819,fire,EnvNat
8995,816,52,0.0711317225207006,anxiety,Emo
8996,716,76,0.831028153762811,fire,EnvNat
8997,856,425,0.6002798099443365,fire,EnvNat
8998,303,245,0.1189952535310573,fire,EnvNat
8999,709,127,0.9468253811118286,species-extinction,EnvAntro
9000,204,23,0.9079631796408448,plastic-pollution,EnvAntro
9001,460,202,0.9200242643923526,tornados,EnvNat
9002,827,474,0.3339873150240587,migration-rate,Socioeco
9003,177,103,0.6876202514823775,earthquakes,EnvNat
9004,237,124,0.5912375086833044,heavy-metal-contamination,EnvAntro
9005,618,198,0.6367455475151999,respiratory-illness,Phys
9006,582,79,0.5508482491271525,heavy-metal-contamination,EnvAntro
9007,542,465,0.674845826428299,earthquakes,EnvNat
9008,721,431,0.311208512505527,fire,EnvNat
9009,324,48,0.5186611511067897,gdp,Socioeco
9010,207,129,0.4708960733710212,suicide,Emo
9011,927,45,0.9363763843889048,neurological-conditions,Phys
9012,564,9,0.5364997404500902,gini,Socioeco
9013,491,171,0.7929939237049904,fire,EnvNat
9014,156,49,0.4066983050597562,fire,EnvNat
9015,391,19,0.6009664098865157,isolation,Emo
9016,155,46,0.9324299586952396,extractive-industry-employment,Socioeco
9017,951,460,0.3842073577765936,rare-earth-mining,EnvAntro
9018,274,138,0.988630251634156,fire,EnvNat
9019,711,132,0.8380780400292708,plastic-pollution,EnvAntro
9020,831,427,0.5685530111061933,migration-rate,Socioeco
9021,776,147,0.7334714151581587,fire,EnvNat
9022,359,310,0.2789710698393849,fire,EnvNat
9023,881,92,0.8141576157580371,floods,EnvNat
9024,565,214,0.1228959848089107,deforestation,EnvAntro
9025,831,148,0.6907599019576955,healthcare-access,Socioeco
9026,978,352,0.0924515403889238,fire,EnvNat
9027,786,65,0.0200546508935131,gini,Socioeco
9028,202,158,0.8210981907944411,community-resilience,Emo
9029,844,105,0.6391502102064084,fire,EnvNat
9030,175,132,0.2485244242537756,isolation,Emo
9031,446,51,0.4205161302986768,gdp,Socioeco
9032,5,49,0.0984454556559011,deforestation,EnvAntro
9033,307,295,0.2560108648968345,suicide,Emo
9034,382,6,0.2880021707584242,species-extinction,EnvAntro
9035,436,450,0.1118512321110329,smog,EnvAntro
9036,150,446,0.4130018701046348,respiratory-illness,Phys
9037,871,294,0.5849079424700652,gdp,Socioeco
9038,740,33,0.610917991900414,extractive-industry-employment,Socioeco
9039,722,181,0.7712112230453744,extractive-industry-employment,Socioeco
9040,141,61,0.104474042318459,fire,EnvNat
9041,658,452,0.3826925358908607,migration-rate,Socioeco
9042,780,157,0.7563621384295801,community-resilience,Emo
9043,310,52,0.187744461467706,neurological-conditions,Phys
9044,736,428,0.4540452952510367,smog,EnvAntro
9045,306,250,0.0503286651103028,volcanic-eruptions,EnvNat
9046,624,51,0.3729327381388981,depression,Emo
9047,796,88,0.077500614017098,fire,EnvNat
9048,218,451,0.4469668317762186,respiratory-illness,Phys
9049,551,462,0.0691940886222338,fire,EnvNat
9050,982,59,0.8396688378368388,fire,EnvNat
9051,575,44,0.9772602846344436,community-resilience,Emo
9052,236,136,0.1831413731055898,food-insecurity-index,Socioeco
9053,943,447,0.52551832394124,neurological-conditions,Phys
9054,191,80,0.2869256004229534,fire,EnvNat
9055,189,50,0.4634772107404308,deforestation,EnvAntro
9056,238,438,0.2701238435353185,isolation,Emo
9057,585,229,0.8806052857013034,fire,EnvNat
9058,892,124,0.9861904588587644,tornados,EnvNat
9059,825,222,0.2868810354650751,gdp,Socioeco
9060,271,100,0.0267951120535417,cancer-rate,Phys
9061,584,156,0.1947581648968003,plastic-pollution,EnvAntro
9062,268,148,0.0857931209238139,extractive-industry-employment,Socioeco
9063,838,420,0.7603605365087174,fire,EnvNat
9064,203,130,0.7913058753837297,chronic-pain,Phys
9065,353,293,0.173255624941132,fire,EnvNat
9066,284,220,0.8569708024731175,community-resilience,Emo
9067,628,87,0.5772585254033897,plastic-pollution,EnvAntro
9068,591,443,0.3308577329055644,gdp,Socioeco
9069,131,463,0.9066772097850092,healthcare-access,Socioeco
9070,266,21,0.6308937577426383,rare-earth-mining,EnvAntro
9071,137,465,0.3269808157588737,fire,EnvNat
9072,952,437,0.2822792963636314,volcanic-eruptions,EnvNat
9073,310,18,0.4775445624579557,autoimmune-disorders,Phys
9074,621,177,0.8749740300510622,smog,EnvAntro
9075,141,57,0.7216874479917971,fire,EnvNat
9076,183,76,0.1559079713113939,fire,EnvNat
9077,403,37,0.2521818369638773,gdp,Socioeco
9078,141,56,0.4016551713952794,fire,EnvNat
9079,972,360,0.1567998440800992,smog,EnvAntro
9080,561,303,0.0964737615806264,fire,EnvNat
9081,144,443,0.3598734544085142,rare-earth-mining,EnvAntro
9082,173,66,0.1969711471682144,extractive-industry-employment,Socioeco
9083,571,115,0.0329481581521441,tornados,EnvNat
9084,993,476,0.1428973477643488,autoimmune-disorders,Phys
9085,672,126,0.7710509488781779,gini,Socioeco
9086,752,94,0.6006861787386405,respiratory-illness,Phys
9087,278,102,0.4440821000035247,food-insecurity-index,Socioeco
9088,573,270,0.3206793795418884,autoimmune-disorders,Phys
9089,549,213,0.6557141328345978,fire,EnvNat
9090,530,113,0.7005388333948873,chronic-pain,Phys
9091,644,72,0.0024166666087266,extractive-industry-employment,Socioeco
9092,207,142,0.8338725137366407,fire,EnvNat
9093,847,43,0.6059313011225846,depression,Emo
9094,502,153,0.2209514304245419,fire,EnvNat
9095,718,111,0.9448733494837176,rare-earth-mining,EnvAntro
9096,195,23,0.5214152944409447,anxiety,Emo
9097,920,461,0.8716006453180842,food-insecurity-index,Socioeco
9098,820,315,0.27719712329391,plastic-pollution,EnvAntro
9099,619,53,0.9347251225207288,floods,EnvNat
9100,448,479,0.3500356186236009,fire,EnvNat
9101,299,276,0.6458545879755078,rare-earth-mining,EnvAntro
9102,355,277,0.946818318216946,plastic-pollution,EnvAntro
9103,182,452,0.6230826224275918,autoimmune-disorders,Phys
9104,212,13,0.6246688102785772,cancer-rate,Phys
9105,52,58,0.2703032461158783,gini,Socioeco
9106,876,107,0.5483616613749863,obesity,Phys
9107,872,431,0.8343882276233364,isolation,Emo
9108,578,310,0.4748088911614748,healthcare-access,Socioeco
9109,707,468,0.4217051791838665,gini,Socioeco
9110,726,172,0.3526962688556972,fire,EnvNat
9111,276,453,0.1800233008761539,anxiety,Emo
9112,281,120,0.4585936149540096,cancer-rate,Phys
9113,609,48,0.1865721607060533,fire,EnvNat
9114,325,76,0.399700015674029,gdp,Socioeco
9115,639,448,0.1698582282235884,fire,EnvNat
9116,821,158,0.0574697633007257,fire,EnvNat
9117,879,437,0.9023891694892788,plastic-pollution,EnvAntro
9118,51,62,0.4487451930354929,poverty-index,Socioeco
9119,252,446,0.3257469359205946,fire,EnvNat
9120,667,115,0.7176429016878494,chronic-pain,Phys
9121,64,446,0.1121156459497089,fire,EnvNat
9122,810,115,0.7402572256901208,chronic-pain,Phys
9123,343,304,0.5133578092436643,fire,EnvNat
9124,544,280,0.9154676674273368,chronic-disease,Phys
9125,607,239,0.3945281219067686,deforestation,EnvAntro
9126,646,168,0.9620527829195296,anxiety,Emo
9127,566,317,0.4631093424050185,smog,EnvAntro
9128,521,57,0.0029228941563801,fire,EnvNat
9129,529,466,0.555798714981674,fire,EnvNat
9130,751,426,0.6672961225511987,fire,EnvNat
9131,198,77,0.2069478990455979,deforestation,EnvAntro
9132,668,86,0.1517293897642998,neurological-conditions,Phys
9133,371,288,0.5648858863547979,fire,EnvNat
9134,743,40,0.2550425282895119,heavy-metal-contamination,EnvAntro
9135,866,305,0.1744044653188354,fire,EnvNat
9136,532,142,0.7719055358363917,earthquakes,EnvNat
9137,304,357,0.1326706064312681,tornados,EnvNat
9138,564,166,0.6359656575642675,floods,EnvNat
9139,348,273,0.1052991521697592,fire,EnvNat
9140,561,298,0.3534492118577998,fire,EnvNat
9141,847,303,0.7130331109582271,rare-earth-mining,EnvAntro
9142,856,47,0.905878986805545,rare-earth-mining,EnvAntro
9143,298,252,0.8956918209065465,fire,EnvNat
9144,139,39,0.6935091100212579,tornados,EnvNat
9145,172,113,0.129780187290093,suicide,Emo
9146,866,106,0.8130704935666514,anxiety,Emo
9147,267,438,0.0985389146742552,gini,Socioeco
9148,342,3,0.9805819652172798,fire,EnvNat
9149,734,133,0.3956702936887288,tornados,EnvNat
9150,919,66,0.7081209145995306,tornados,EnvNat
9151,347,232,0.9920547978253528,plastic-pollution,EnvAntro
9152,815,45,0.9994572091591004,fire,EnvNat
9153,881,236,0.6532584636162199,fire,EnvNat
9154,156,67,0.617490352451784,fire,EnvNat
9155,770,143,0.005613680142655,smog,EnvAntro
9156,608,136,0.8917474540290211,gdp,Socioeco
9157,830,143,0.3515636817646079,depression,Emo
9158,907,291,0.3206596537709125,plastic-pollution,EnvAntro
9159,647,41,0.7672898272390848,healthcare-access,Socioeco
9160,277,465,0.0633808067647396,fire,EnvNat
9161,571,438,0.6765086484049998,plastic-pollution,EnvAntro
9162,593,211,0.0480221238091196,earthquakes,EnvNat
9163,600,430,0.7917220317576754,migration-rate,Socioeco
9164,129,438,0.3253111449867212,fire,EnvNat
9165,470,442,0.7417962028807714,gdp,Socioeco
9166,590,238,0.1751624619759945,isolation,Emo
9167,770,469,0.1458120583102,rare-earth-mining,EnvAntro
9168,216,55,0.4458679315130511,anxiety,Emo
9169,217,440,0.3922274139886631,poverty-index,Socioeco
9170,503,187,0.0771168143440944,smog,EnvAntro
9171,282,450,0.1761121805573645,extractive-industry-employment,Socioeco
9172,812,90,0.9795835253170104,extractive-industry-employment,Socioeco
9173,186,78,0.3468014346468703,cancer-rate,Phys
9174,764,120,0.1961551292086744,rare-earth-mining,EnvAntro
9175,317,269,0.2155726702296434,gdp,Socioeco
9176,817,124,0.5097907810434492,depression,Emo
9177,674,96,0.3611801416576631,gdp,Socioeco
9178,159,115,0.2081488240671303,community-resilience,Emo
9179,698,174,0.7595390241017405,earthquakes,EnvNat
9180,862,272,0.580742398562426,food-insecurity-index,Socioeco
9181,228,140,0.6667016429093806,obesity,Phys
9182,543,228,0.2934684490696917,deforestation,EnvAntro
9183,721,170,0.2055794322383536,obesity,Phys
9184,570,286,0.422524762308028,neurological-conditions,Phys
9185,774,120,0.4668658717324205,fire,EnvNat
9186,752,84,0.9951808493668955,earthquakes,EnvNat
9187,324,230,0.7184458386454968,fire,EnvNat
9188,233,184,0.6699656504952903,healthcare-access,Socioeco
9189,356,222,0.5055528826887487,heavy-metal-contamination,EnvAntro
9190,891,334,0.8905662604412913,tornados,EnvNat
9191,271,23,0.9333288876046106,fire,EnvNat
9192,693,87,0.4585952017539221,neurological-conditions,Phys
9193,220,84,0.4029787446295868,fire,EnvNat
9194,530,428,0.5820820626234875,suicide,Emo
9195,548,236,0.3267646499359603,anxiety,Emo
9196,308,245,0.2255980122892062,smog,EnvAntro
9197,503,134,0.515852718948334,extractive-industry-employment,Socioeco
9198,240,448,0.8653817063808192,chronic-pain,Phys
9199,687,103,0.2327903504207482,rare-earth-mining,EnvAntro
9200,869,288,0.291321772190532,chronic-pain,Phys
9201,586,185,0.2787724122941059,healthcare-access,Socioeco
9202,668,88,0.0972231625612386,cancer-rate,Phys
9203,760,144,0.4343467999342157,tornados,EnvNat
9204,741,429,0.4510140665183006,depression,Emo
9205,611,236,0.818403487356007,plastic-pollution,EnvAntro
9206,328,240,0.0819336676764757,fire,EnvNat
9207,566,309,0.7991811805172877,fire,EnvNat
9208,663,425,0.6174375428829916,volcanic-eruptions,EnvNat
9209,266,84,0.8278329580887926,food-insecurity-index,Socioeco
9210,500,187,0.7169299555547155,smog,EnvAntro
9211,404,31,0.3644551464815658,plastic-pollution,EnvAntro
9212,337,250,0.7802716761817511,autoimmune-disorders,Phys
9213,540,445,0.7557432795286619,respiratory-illness,Phys
9214,194,58,0.3183944641379995,floods,EnvNat
9215,895,476,0.7214551063077149,extractive-industry-employment,Socioeco
9216,824,164,0.6534489998066992,tornados,EnvNat
9217,862,286,0.9135986534388564,earthquakes,EnvNat
9218,577,269,0.5134505163309384,fire,EnvNat
9219,614,201,0.5163252298624808,plastic-pollution,EnvAntro
9220,883,308,0.6138274716178602,tornados,EnvNat
9221,935,73,0.2028755348764043,fire,EnvNat
9222,631,90,0.8677322142150106,community-resilience,Emo
9223,610,96,0.3262542352273725,heavy-metal-contamination,EnvAntro
9224,553,205,0.2062897314663336,floods,EnvNat
9225,89,48,0.0158936896132558,respiratory-illness,Phys
9226,351,296,0.6661584495660702,fire,EnvNat
9227,892,20,0.2364441205859808,rare-earth-mining,EnvAntro
9228,418,464,0.3555578159948531,fire,EnvNat
9229,205,448,0.0982381580747063,heavy-metal-contamination,EnvAntro
9230,544,191,0.090518908392592,smog,EnvAntro
9231,668,89,0.5608495755856334,fire,EnvNat
9232,487,198,0.5275765163784204,fire,EnvNat
9233,865,282,0.8644933914257189,extractive-industry-employment,Socioeco
9234,359,53,0.2340461546179161,species-extinction,EnvAntro
9235,787,51,0.6615351688850528,obesity,Phys
9236,789,58,0.5994885437830305,anxiety,Emo
9237,777,170,0.3227107558027241,food-insecurity-index,Socioeco
9238,559,60,0.5667431235440861,suicide,Emo
9239,573,154,0.9704414325196732,plastic-pollution,EnvAntro
9240,514,158,0.5490160510590819,neurological-conditions,Phys
9241,662,473,0.3032250519115299,fire,EnvNat
9242,717,460,0.8085701517657555,autoimmune-disorders,Phys
9243,527,207,0.0842209121068481,plastic-pollution,EnvAntro
9244,258,188,0.8373154545012805,fire,EnvNat
9245,565,228,0.7234938774461159,fire,EnvNat
9246,916,430,0.0072662320446515,chronic-disease,Phys
9247,992,46,0.3461027413489633,extractive-industry-employment,Socioeco
9248,535,226,0.7203658258152015,chronic-pain,Phys
9249,520,207,0.924832108873649,earthquakes,EnvNat
9250,237,60,0.114057522241192,floods,EnvNat
9251,253,472,0.5072013278737079,deforestation,EnvAntro
9252,891,116,0.3767835804188553,fire,EnvNat
9253,945,62,0.4749731801781404,healthcare-access,Socioeco
9254,727,442,0.6923883915922883,fire,EnvNat
9255,863,450,0.3630427957134197,earthquakes,EnvNat
9256,896,451,0.2427200069217205,fire,EnvNat
9257,813,473,0.4109107988292225,tornados,EnvNat
9258,488,455,0.4742163665009573,fire,EnvNat
9259,822,128,0.2700425001493345,cancer-rate,Phys
9260,831,217,0.5169828473808808,suicide,Emo
9261,797,202,0.4561131438012081,plastic-pollution,EnvAntro
9262,582,69,0.5202171402047414,species-extinction,EnvAntro
9263,699,53,0.7227587531909044,food-insecurity-index,Socioeco
9264,465,453,0.3147826829096505,deforestation,EnvAntro
9265,263,103,0.4760199317512943,fire,EnvNat
9266,66,457,0.3400730690629407,cancer-rate,Phys
9267,764,161,0.2028337569993391,autoimmune-disorders,Phys
9268,864,446,0.8326420422282835,fire,EnvNat
9269,551,80,0.9152785341924764,plastic-pollution,EnvAntro
9270,166,460,0.3315587042970066,cancer-rate,Phys
9271,779,442,0.1904059651875016,community-resilience,Emo
9272,642,459,0.0042527311680305,chronic-pain,Phys
9273,758,441,0.1854408159329271,deforestation,EnvAntro
9274,716,94,0.7735166804579015,plastic-pollution,EnvAntro
9275,725,134,0.1538499255874739,neurological-conditions,Phys
9276,826,328,0.9031126483456464,chronic-disease,Phys
9277,257,111,0.9064025014097944,neurological-conditions,Phys
9278,234,443,0.920255524650282,fire,EnvNat
9279,599,76,0.2816536539729862,gdp,Socioeco
9280,706,69,0.7626381272407772,healthcare-access,Socioeco
9281,775,119,0.5699230915061234,anxiety,Emo
9282,808,166,0.6598990323209648,fire,EnvNat
9283,539,74,0.3626035438947071,healthcare-access,Socioeco
9284,696,130,0.5199569918391759,fire,EnvNat
9285,590,196,0.7600022590748928,anxiety,Emo
9286,526,215,0.2483575221009452,fire,EnvNat
9287,219,96,0.5426133910665697,cancer-rate,Phys
9288,870,43,0.8954412151218557,migration-rate,Socioeco
9289,766,178,0.6235187746372769,fire,EnvNat
9290,248,146,0.5644220567330569,fire,EnvNat
9291,953,65,0.1428839358816523,neurological-conditions,Phys
9292,862,41,0.1467666440483481,autoimmune-disorders,Phys
9293,725,436,0.4902556208514862,extractive-industry-employment,Socioeco
9294,354,246,0.9160172196263496,migration-rate,Socioeco
9295,714,71,0.6213056557983506,migration-rate,Socioeco
9296,595,449,0.9337812437254406,smog,EnvAntro
9297,520,475,0.5543143718137491,poverty-index,Socioeco
9298,684,59,0.4635801465119543,extractive-industry-employment,Socioeco
9299,882,286,0.4032584044860779,fire,EnvNat
9300,315,354,0.4993739565330983,earthquakes,EnvNat
9301,269,7,0.8357168732019515,fire,EnvNat
9302,688,453,0.3632033119269182,migration-rate,Socioeco
9303,339,309,0.5752256387146194,fire,EnvNat
9304,845,464,0.7041411504229641,fire,EnvNat
9305,214,133,0.4347682056908191,anxiety,Emo
9306,817,144,0.4633869228032065,respiratory-illness,Phys
9307,326,456,0.5907468916101681,fire,EnvNat
9308,696,84,0.3473375277595171,gini,Socioeco
9309,949,474,0.425083408389018,cancer-rate,Phys
9310,270,137,0.0674833753031667,fire,EnvNat
9311,914,290,0.1681140951439135,neurological-conditions,Phys
